,id,State,Jurisdiction,AbbreviatedDistrict,ZoneAcres,FedStateAcres,MunicipalAcres,Jurisdiction_from_zoning,County,State_from_zoning,AbbreviatedDistrict_from_zoning,Full District,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot (ACRES),1-Family Front Setback (# of feet),1-Family Side Setback (# of feet),1-Family Rear Setback (# of feet),1-Family Max. Lot Coverage - Buildings (%),1-Family Max. Lot Coverage - Buildings & Impervious Surface (%),1-Family Min. # Parking Spaces,1-Family Max. Height (# of stories),1-Family Max. Height (# of feet),1-Family Floor to Area Ratio,1-Family Min. Unit Size (SF),2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot (ACRES),2-Family Max. Density (UNITS/ACRE),2-Family Front Setback (# of feet),2-Family Side Setback (# of feet),2-Family Rear Setback (# of feet),2-Family Max. Lot Coverage - Buildings (%),2-Family Max. Lot Coverage - Buildings & Impervious Surface (%),2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Max. Height (# of stories),2-Family Max. Height (# of feet),2-Family Floor to Area Ratio,2-Family Min. Unit Size (SF),3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot (ACRES),3-Family Max. Density (UNITS/ACRE),3-Family Front Setback (# of feet),3-Family Side Setback (# of feet),3-Family Rear Setback (# of feet),3-Family Max. Lot Coverage - Buildings (%),3-Family Max. Lot Coverage - Buildings & Impervious Surface (%),3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Height (# of stories),3-Family Max. Height (# of feet),3-Family Floor to Area Ratio,3-Family Min. Unit Size (SF),3-Family Max. # Bedrooms Per Unit,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot (ACRES),4+-Family Max. Density (UNITS/ACRE),4+-Family Front Setback (# of feet),4+-Family Side Setback (# of feet),4+-Family Rear Setback (# of feet),4+-Family Max. Lot Coverage - Buildings (%),4+-Family Max. Lot Coverage - Buildings & Impervious Surface (%),4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Height (# of stories),4+-Family Max. Height (# of feet),4+-Family Floor to Area Ratio,4+-Family Min. Unit Size (SF),4+-Family Max. # Bedrooms Per Unit,4+-Family Max. # Units Per Building,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot (ACRES),AH Max. Density (UNITS/ACRE),AH Min. # Parking Spaces Per Studio or 1BR,AH Min. # Parking Spaces Per 2+ BR,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size (SF),AH Max. # Bedrooms Per Unit,AH Max. # Units Per  Building,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot (acres),ADU Min. # Parking Spaces (Additional to Main Unit),"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Size (% of Main Unit),ADU Max. Size (SF),ADU Max. # Bedrooms Per Unit,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot (Acres),PRD Max. Density (Units/Acre),PRD Max. # Units Per Development,Special Notes,Tooltip Notes,AduMaxSizeLimit,1MUS,2MUS,3MUS,4MUS,MUS,1MLS,2MLS,3MLS,4MLS,1E,2E,3E,4E,AEld,PK,Full District Name
83,NORTH CAROLINA--CARY--PDD-MAJOR-NORTHWOODS/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Northwoods/Mixed Use Overlay,307.6029568804328,0.0,307.6029568804328,,,,,Major Planned Development - Northwoods/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
84,NORTH CAROLINA--CARY--PDD-MAJOR-OXXFORD-HUNT,North Carolina,Cary,PDD-Major-Oxxford-Hunt,570.0259753421287,0.0,570.0259753421287,Cary,Wake,North Carolina,PDD-Major-Oxxford-Hunt,Major Planned Development - Oxxford Hunt,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/we077jlodrgjkjw07elditbxrh2dtlgm",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/we077jlodrgjkjw07elditbxrh2dtlgm,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
85,NORTH CAROLINA--CARY--PDD-MAJOR-OXXFORD-HUNT/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Oxxford-Hunt/Mixed Use Overlay,7.243905456387378,0.0,7.243905456387378,,,,,Major Planned Development - Oxxford Hunt/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
86,NORTH CAROLINA--CARY--PDD-MAJOR-PANTHER-CREEK,North Carolina,Cary,PDD-Major-Panther-Creek,22.11018859143649,0.0,22.11018859143649,Cary,Wake,North Carolina,PDD-Major-Panther-Creek,Major Planned Development - Panther Creek,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/m8jddzm2js08zpfbebirc4q66krw5n4m",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/m8jddzm2js08zpfbebirc4q66krw5n4m,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
87,NORTH CAROLINA--CARY--PDD-MAJOR-PANTHER-CREEK/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Panther-Creek/Mixed Use Overlay,149.71131137819276,0.0,149.71131137819276,,,,,Major Planned Development - Panther Creek/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
88,NORTH CAROLINA--CARY--PDD-MAJOR-PARK-VILLAGE,North Carolina,Cary,PDD-Major-Park-Village,147.97523180837817,0.0,147.97523180837817,Cary,Wake,North Carolina,PDD-Major-Park-Village,Major Planned Development - Park Village,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/5gs6dk8bu9n23m0yq47tmefudjizxxcc",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/5gs6dk8bu9n23m0yq47tmefudjizxxcc,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
89,NORTH CAROLINA--CARY--PDD-MAJOR-PARKWAY,North Carolina,Cary,PDD-Major-Parkway,718.9642685239904,0.0,718.9642685239904,Cary,Wake,North Carolina,PDD-Major-Parkway,Major Planned Development - Parkway,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/8j9klaygdaxbi2a5dkfoiewc6nnxc4rd",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/8j9klaygdaxbi2a5dkfoiewc6nnxc4rd,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
90,NORTH CAROLINA--CARY--PDD-MAJOR-PARKWAY/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Parkway/Mixed Use Overlay,53.888688729355586,0.0,53.888688729355586,,,,,Major Planned Development - Parkway/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
91,NORTH CAROLINA--CARY--PDD-MAJOR-PHILLIPS-PLACE,North Carolina,Cary,PDD-Major-Phillips-Place,81.02443707332615,0.0,81.02443707332615,Cary,Wake,North Carolina,PDD-Major-Phillips-Place,Major Planned Development - Phillips Place,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/n9n8ahgveq3molu3lyjju3f2r03nz7t3",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/n9n8ahgveq3molu3lyjju3f2r03nz7t3,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
92,NORTH CAROLINA--CARY--PDD-MAJOR-PRESTON,North Carolina,Cary,PDD-Major-Preston,1215.3905078635512,0.0,1215.3905078635512,Cary,Wake,North Carolina,PDD-Major-Preston,Major Planned Development - Preston,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/x64dtmlx226p8bjo544d5qswok8exh4o",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/x64dtmlx226p8bjo544d5qswok8exh4o,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
93,NORTH CAROLINA--CARY--PDD-MAJOR-PRESTON/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Preston/Mixed Use Overlay,66.11816320079417,0.0,66.11816320079417,,,,,Major Planned Development - Preston/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
94,NORTH CAROLINA--CARY--PDD-MAJOR-REGENCY-PARK,North Carolina,Cary,PDD-Major-Regency-Park,673.1756409196244,0.3274466210357685,672.8481942985886,Cary,Wake,North Carolina,PDD-Major-Regency-Park,Major Planned Development - Regency Park,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/fravdxuxfc2hfdmmf82a1k69h3gdy6qb",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/fravdxuxfc2hfdmmf82a1k69h3gdy6qb,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
95,NORTH CAROLINA--CARY--PDD-MAJOR-REGENCY-PARK/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Regency-Park/Mixed Use Overlay,28.668509858459267,0.0,28.668509858459267,,,,,Major Planned Development - Regency Park/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
96,NORTH CAROLINA--CARY--PDD-MAJOR-SEARS-FARM,North Carolina,Cary,PDD-Major-Sears-Farm,0.0405115919674123,0.0,0.0405115919674123,Cary,Wake,North Carolina,PDD-Major-Sears-Farm,Major Planned Development - Sears Farm,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/jn7eszfduzxwbky95pocf5ezbrzlwqt9",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/jn7eszfduzxwbky95pocf5ezbrzlwqt9,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
97,NORTH CAROLINA--CARY--PDD-MAJOR-SEARS-FARM/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Sears-Farm/Mixed Use Overlay,74.69068912776052,0.0,74.69068912776052,,,,,Major Planned Development - Sears Farm/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
98,NORTH CAROLINA--CARY--PDD-MAJOR-SILVERTON,North Carolina,Cary,PDD-Major-Silverton,606.1968342892275,0.0,606.1968342892275,Cary,Wake,North Carolina,PDD-Major-Silverton,Major Planned Development - Silverton,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/fm0yd60t71a2tl7n2p725q5o8kf9lvue",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/fm0yd60t71a2tl7n2p725q5o8kf9lvue,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
99,NORTH CAROLINA--CARY--PDD-MAJOR-SILVERTON/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Silverton/Mixed Use Overlay,158.6413665319169,0.0,158.6413665319169,,,,,Major Planned Development - Silverton/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
100,NORTH CAROLINA--CARY--PDD-MAJOR-SOUTHBRIDGE,North Carolina,Cary,PDD-Major-Southbridge,164.71225491911105,0.0,164.71225491911105,Cary,Wake,North Carolina,PDD-Major-Southbridge,Major Planned Development - Southbridge,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/aubyoye3mfc8lajbiqhtvs1qat0xaqt6",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/aubyoye3mfc8lajbiqhtvs1qat0xaqt6,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
101,NORTH CAROLINA--CARY--PDD-MAJOR-SPRING-ARBOR,North Carolina,Cary,PDD-Major-Spring-Arbor,73.12364598979859,0.0,73.12364598979859,Cary,Wake,North Carolina,PDD-Major-Spring-Arbor,Major Planned Development - Spring Arbor,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/k1dvnaeiazemegoihf2hgzlvw2hi8fq7",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/k1dvnaeiazemegoihf2hgzlvw2hi8fq7,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
102,NORTH CAROLINA--CARY--PDD-MAJOR-STONE-CREEK,North Carolina,Cary,PDD-Major-Stone-Creek,0.17643891434428385,0.0,0.17643891434428385,Cary,Wake,North Carolina,PDD-Major-Stone-Creek,Major Planned Development - Stone Creek,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/aau85hydtgkeg0eosq39jtedhaxo1hvj",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/aau85hydtgkeg0eosq39jtedhaxo1hvj,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
103,NORTH CAROLINA--CARY--PDD-MAJOR-STONE-CREEK/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Stone-Creek/Mixed Use Overlay,61.112596473637105,0.0,61.112596473637105,,,,,Major Planned Development - Stone Creek/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
104,NORTH CAROLINA--CARY--PDD-MAJOR-STONEWATER,North Carolina,Cary,PDD-Major-Stonewater,213.33220111288193,0.0,213.33220111288193,Cary,Wake,North Carolina,PDD-Major-Stonewater,Major Planned Development - Stonewater,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/rs7zgyipgc06kp1jbdn51585ss3nxn7l",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/rs7zgyipgc06kp1jbdn51585ss3nxn7l,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
105,NORTH CAROLINA--CARY--PDD-MAJOR-STONEWATER/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Stonewater/Mixed Use Overlay,48.18214386928478,0.0,48.18214386928478,,,,,Major Planned Development - Stonewater/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
106,NORTH CAROLINA--CARY--PDD-MAJOR-TOWERVIEW,North Carolina,Cary,PDD-Major-Towerview,25.79333434825433,0.0,25.79333434825433,Cary,Wake,North Carolina,PDD-Major-Towerview,Major Planned Development - Towerview,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/n8qsvoeyl2lzt3oqpbhjhx4x5esd4pd8",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/n8qsvoeyl2lzt3oqpbhjhx4x5esd4pd8,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
107,NORTH CAROLINA--CARY--PDD-MAJOR-TURNER-CREEK,North Carolina,Cary,PDD-Major-Turner-Creek,117.9376018909189,0.0,117.9376018909189,Cary,Wake,North Carolina,PDD-Major-Turner-Creek,Major Planned Development - Turner Creek,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/p7tpwiznjc5bgepzoh4c8o8kcabue49k",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/p7tpwiznjc5bgepzoh4c8o8kcabue49k,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
108,NORTH CAROLINA--CARY--PDD-MAJOR-TWIN-LAKES,North Carolina,Cary,PDD-Major-Twin-Lakes,243.26271568993852,0.0,243.26271568993852,Cary,Wake,North Carolina,PDD-Major-Twin-Lakes,Major Planned Development - Twin Lakes,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/0kqxku0pr2kksn6fmfvb9y8zdl5oy3rw",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/0kqxku0pr2kksn6fmfvb9y8zdl5oy3rw,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
